número;región de tramitación;comuna de tramitación
23757-60167-OE;V de Valparaíso;Valparaíso
37172-26772-AM;VIII del Bío-Bío;Concepción
64970-49249-BA;VIII del Bío-Bío;Cabrero
40766-76446-OK;VII del Maule;Pencahue
89858-14691-NM;IX de La Araucanía;Purén
30392-51617-DK;XIV de Los Ríos;Los Lagos
33529-17097-DH;Metropolitana de Santiago;Lo Prado
5315-53708-HB;X de Los Lagos;Puerto Montt
74288-66270-GH;VI del Libertador General Bernardo O'Higgins;Olivar
16414-96510-FB;Metropolitana de Santiago;Isla de Maipo
66464-89963-JL;XII de Magallanes y de La Antártica Chilena;Timaukel
72243-9026-JF;X de Los Lagos;Ancud
79776-96685-GF;Metropolitana de Santiago;Cerrillos
68732-29346-NB;II de Antofagasta;Ollagüe
93437-86119-KI;VIII del Bío-Bío;Quilaco
20634-41288-EB;VIII del Bío-Bío;Florida
72797-9984-OB;I de Tarapacá;Pica
22139-81255-LH;II de Antofagasta;Ollagüe
80145-49729-HM;VI del Libertador General Bernardo O'Higgins;Litueche
87657-51633-BN;VI del Libertador General Bernardo O'Higgins;Codegua
85956-13447-KB;IV de Coquimbo;Vicuña
66990-32505-KO;IX de La Araucanía;Loncoche
95621-52602-BJ;XIV de Los Ríos;Futrono
10651-47543-JB;VII del Maule;Empedrado
51341-90297-LB;V de Valparaíso;Petorca
93728-84071-NO;XI de Aysén del General Carlos Ibáñez del Campo;Coihaique
62945-72953-EO;Metropolitana de Santiago;Colina
26191-91690-EH;VI del Libertador General Bernardo O'Higgins;Lolol
594-50821-GB;XIV de Los Ríos;Río Bueno
17868-9423-KG;X de Los Lagos;Fresia
60335-99598-FB;IX de La Araucanía;Freire
20658-7505-HD;VII del Maule;Río Claro
21478-72630-JJ;X de Los Lagos;Futaleufú
85800-13202-BL;VI del Libertador General Bernardo O'Higgins;Codegua
29105-67905-FO;VII del Maule;Hualañé
88359-90327-MD;V de Valparaíso;Juan Fernández
60222-42232-BH;X de Los Lagos;Puyehue
92095-95556-GL;VIII del Bío-Bío;Arauco
20991-173-NE;Metropolitana de Santiago;Padre Hurtado
38055-77863-HD;VIII del Bío-Bío;Hualpén
29180-35539-JG;XVI de Ñuble;Pinto
34479-45094-HO;X de Los Lagos;Frutillar
84016-85183-NF;X de Los Lagos;Chaitén
17843-54617-HO;V de Valparaíso;Petorca
3263-91690-MK;VII del Maule;Río Claro
53564-82195-OH;Metropolitana de Santiago;Recoleta
43986-24433-BB;IX de La Araucanía;Ercilla
33651-72037-LL;VIII del Bío-Bío;Laja
60673-64765-FJ;VI del Libertador General Bernardo O'Higgins;Marchihue
25965-6768-GD;VII del Maule;Curicó
68169-14605-DA;VI del Libertador General Bernardo O'Higgins;Chépica
71507-27527-DL;X de Los Lagos;Purranque
60334-87622-BF;VII del Maule;Licantén
15087-41644-BH;XII de Magallanes y de La Antártica Chilena;Timaukel
76076-44657-FH;V de Valparaíso;Quillota
40316-97250-MD;V de Valparaíso;Puchuncaví
78281-1450-AN;XV de Arica y Parinacota;Putre
62975-13658-NB;X de Los Lagos;Hualaihué
37678-52208-NN;XI de Aysén del General Carlos Ibáñez del Campo;O'Higgins
51984-29552-FE;VII del Maule;Licantén
7593-97937-JL;VII del Maule;Colbún
49330-96711-LB;X de Los Lagos;Purranque
33566-40-EB;VII del Maule;Rauco
57462-9133-OL;IX de La Araucanía;Melipeuco
48376-11264-NG;Metropolitana de Santiago;Buin
18871-55390-EG;XVI de Ñuble;Treguaco
45892-33052-JE;I de Tarapacá;Pozo Almonte
93772-72777-BJ;VI del Libertador General Bernardo O'Higgins;Santa Cruz
51913-93572-AI;VII del Maule;San Javier
63424-6828-AD;V de Valparaíso;La Cruz
8436-71968-NG;XIV de Los Ríos;Los Lagos
61452-90663-MJ;I de Tarapacá;Colchane
96886-25657-HA;Metropolitana de Santiago;Cerrillos
9012-18999-EN;VI del Libertador General Bernardo O'Higgins;Rancagua
20030-96411-AL;III de Atacama;Vallenar
85503-10644-EO;III de Atacama;Freirina
74749-35849-IH;VI del Libertador General Bernardo O'Higgins;Olivar
92296-59277-NB;IX de La Araucanía;Cholchol
92149-98277-KJ;V de Valparaíso;La Ligua
39642-15612-EG;VIII del Bío-Bío;Laja
81795-60692-HB;VII del Maule;Parral
61682-39643-EI;Metropolitana de Santiago;Tiltil
84965-19197-MM;V de Valparaíso;Quilpué
11930-34300-BJ;V de Valparaíso;Puchuncaví
27818-47408-MM;Metropolitana de Santiago;Las Condes
75726-16655-HE;VI del Libertador General Bernardo O'Higgins;Graneros
8102-18529-BB;Metropolitana de Santiago;Melipilla
48367-43239-IK;II de Antofagasta;Taltal
67749-68158-NI;IV de Coquimbo;Punitaqui
82332-64476-IE;IV de Coquimbo;Andacollo
65006-4886-MG;XV de Arica y Parinacota;Arica
87449-64810-LN;V de Valparaíso;Calle Larga
58743-35263-NK;VIII del Bío-Bío;Laja
50202-23593-LJ;IX de La Araucanía;Toltén
15561-15748-JH;X de Los Lagos;Río Negro
16796-47677-HK;Metropolitana de Santiago;Ñuñoa
77262-29076-KM;Metropolitana de Santiago;Calera de Tango
63546-19008-FB;XVI de Ñuble;Portezuelo
27623-78607-BD;IX de La Araucanía;Collipulli
48703-41019-OO;XIV de Los Ríos;Lago Ranco
28208-99220-FD;VI del Libertador General Bernardo O'Higgins;Santa Cruz
87609-75680-LJ;Metropolitana de Santiago;Lampa
31690-84018-GA;VII del Maule;Retiro
40368-45617-EJ;V de Valparaíso;La Cruz
97745-95597-AL;II de Antofagasta;Sierra Gorda
93535-34998-FH;Metropolitana de Santiago;Conchalí
98619-34288-HA;IX de La Araucanía;Pucón
30370-22263-MI;Metropolitana de Santiago;Pedro Aguirre Cerda
59398-57198-IA;Metropolitana de Santiago;Las Condes
61086-21483-KF;XVI de Ñuble;Quillón
99118-56273-AI;Metropolitana de Santiago;Colina
27345-91125-NH;VI del Libertador General Bernardo O'Higgins;Quinta de Tilcoco
95762-75740-FJ;XVI de Ñuble;San Fabián
96063-71336-OE;X de Los Lagos;Quinchao
45128-73509-BG;XI de Aysén del General Carlos Ibáñez del Campo;Coihaique
55025-33273-JD;VI del Libertador General Bernardo O'Higgins;Rengo
50002-42309-HH;Metropolitana de Santiago;Independencia
54354-44540-KG;XVI de Ñuble;Ránquil
75504-31548-BM;VIII del Bío-Bío;Negrete
57983-25906-NH;II de Antofagasta;Ollagüe
30083-25910-BJ;VI del Libertador General Bernardo O'Higgins;San Vicente
23231-26772-HK;V de Valparaíso;Limache
84249-52881-DM;Metropolitana de Santiago;Renca
28064-61898-KL;X de Los Lagos;Puqueldón
46384-68743-FB;Metropolitana de Santiago;Quinta Normal
53719-11209-AH;IV de Coquimbo;Paiguano
97730-36257-FK;XII de Magallanes y de La Antártica Chilena;Punta Arenas
14330-17910-JB;I de Tarapacá;Camiña
9053-6602-AL;Metropolitana de Santiago;Peñalolén
55817-59208-BG;Metropolitana de Santiago;Santiago
94158-41478-BF;I de Tarapacá;Alto Hospicio
62976-48743-EA;Metropolitana de Santiago;San Pedro
26264-94455-GH;IX de La Araucanía;Victoria
60752-8847-IF;V de Valparaíso;Los Andes
62601-94479-IF;X de Los Lagos;Fresia
9710-72275-NE;VIII del Bío-Bío;Curanilahue
1917-15035-GE;III de Atacama;Chañaral
94429-45371-AO;VIII del Bío-Bío;San Pedro de la Paz
23207-64775-DO;VII del Maule;Linares
88465-54355-AH;X de Los Lagos;Chonchi
49937-75027-ML;Metropolitana de Santiago;Peñaflor
53649-93417-BG;Metropolitana de Santiago;Tiltil
58751-22177-IM;VII del Maule;San Clemente
66059-98630-AK;VIII del Bío-Bío;Los Ángeles
12702-52325-BL;IX de La Araucanía;Vilcún
12165-98481-HG;VI del Libertador General Bernardo O'Higgins;Rengo
35897-49726-NE;VII del Maule;Linares
29032-91140-KN;Metropolitana de Santiago;San José de Maipo
78065-43505-JF;Metropolitana de Santiago;Cerro Navia
99077-73503-EE;XV de Arica y Parinacota;Arica
72254-19439-BI;Metropolitana de Santiago;Padre Hurtado
69020-17483-IO;X de Los Lagos;Puqueldón
28431-63265-DN;II de Antofagasta;Sierra Gorda
74964-30530-GK;VI del Libertador General Bernardo O'Higgins;Codegua
93771-63869-AG;VII del Maule;Licantén
45920-66234-BN;XII de Magallanes y de La Antártica Chilena;Punta Arenas
45587-72665-AB;XII de Magallanes y de La Antártica Chilena;Torres del Paine
61168-52203-NA;X de Los Lagos;Dalcahue
83038-70598-OE;XII de Magallanes y de La Antártica Chilena;Laguna Blanca
23616-26024-DH;VIII del Bío-Bío;Alto Biobío
2708-33876-LA;III de Atacama;Alto del Carmen
62128-44534-LG;II de Antofagasta;Mejillones
14971-81049-HA;VII del Maule;Río Claro
72243-94610-HH;V de Valparaíso;San Antonio
1558-12439-GB;VIII del Bío-Bío;Talcahuano
99735-40843-FM;IV de Coquimbo;Los Vilos
96332-36143-BL;VIII del Bío-Bío;Arauco
47699-17465-BI;VI del Libertador General Bernardo O'Higgins;Las Cabras
71229-87187-FG;IV de Coquimbo;Coquimbo
18149-38441-LB;X de Los Lagos;Puqueldón
12342-41373-DB;IX de La Araucanía;Loncoche
13657-21143-NJ;III de Atacama;Chañaral
3044-60862-FN;X de Los Lagos;Maullín
69751-48722-DN;IX de La Araucanía;Melipeuco
89004-70710-JF;XVI de Ñuble;Chillán
60697-32073-NB;VII del Maule;Colbún
61878-99080-HB;XVI de Ñuble;Ránquil
72567-68835-BK;XI de Aysén del General Carlos Ibáñez del Campo;Río Ibáñez
81662-54042-BB;VI del Libertador General Bernardo O'Higgins;Placilla
81385-61736-FG;IX de La Araucanía;Carahue
84557-25263-ND;IX de La Araucanía;Curarrehue
60261-49460-HF;IV de Coquimbo;Monte Patria
89415-99167-HL;XV de Arica y Parinacota;Putre
20489-64092-IB;XV de Arica y Parinacota;Putre
32821-92838-AO;XIV de Los Ríos;Paillaco
45181-98790-BK;IX de La Araucanía;Teodoro Schmidt
59962-38036-OL;I de Tarapacá;Iquique
97406-5539-IB;VII del Maule;Pelarco
21732-52195-DD;VI del Libertador General Bernardo O'Higgins;Nancagua
1560-51811-HD;XII de Magallanes y de La Antártica Chilena;Cabo de Hornos
73961-4067-OH;XIV de Los Ríos;Corral
64785-37453-DB;XIV de Los Ríos;Mariquina
52269-40129-IF;Metropolitana de Santiago;Quinta Normal
30477-87376-BL;VI del Libertador General Bernardo O'Higgins;Marchihue
29094-14103-OH;Metropolitana de Santiago;San José de Maipo
9563-94176-MI;XII de Magallanes y de La Antártica Chilena;San Gregorio
94850-99703-DA;III de Atacama;Tierra Amarilla
60627-88101-DB;VIII del Bío-Bío;Santa Bárbara
16273-88261-HD;VI del Libertador General Bernardo O'Higgins;Rancagua
74234-85655-BD;VIII del Bío-Bío;Santa Bárbara
1895-71946-KJ;II de Antofagasta;Sierra Gorda
84530-65078-KE;XVI de Ñuble;Ránquil
8147-87292-AN;VII del Maule;Talca
85075-1113-BD;V de Valparaíso;Papudo
42229-88313-GL;VII del Maule;Teno
45572-69048-GE;XVI de Ñuble;San Ignacio
46574-30336-OA;VIII del Bío-Bío;Chiguayante
76181-45650-OB;VIII del Bío-Bío;Chiguayante
41766-6101-OA;VII del Maule;Maule
30424-30173-HD;VI del Libertador General Bernardo O'Higgins;Marchihue
41926-36202-AN;VIII del Bío-Bío;Contulmo
58967-62694-BI;XIV de Los Ríos;Río Bueno
12788-49117-LN;Metropolitana de Santiago;María Pinto
11695-10077-AI;VIII del Bío-Bío;Concepción
4512-49689-BB;V de Valparaíso;Viña del Mar
21033-4291-JK;II de Antofagasta;Mejillones
13791-15512-MA;VI del Libertador General Bernardo O'Higgins;Peumo
8510-14926-BE;VI del Libertador General Bernardo O'Higgins;Lolol
51364-82613-LG;XVI de Ñuble;Quirihue
87711-66060-BM;VII del Maule;Teno
90238-93949-EB;XVI de Ñuble;San Ignacio
19880-13206-ME;V de Valparaíso;San Antonio
65013-95540-IN;IX de La Araucanía;Cunco
82810-92864-LI;Metropolitana de Santiago;La Pintana
48539-18600-BL;Metropolitana de Santiago;Independencia
55777-46033-AE;IX de La Araucanía;Nueva Imperial
42504-29226-MB;VIII del Bío-Bío;Contulmo
16556-51704-KO;Metropolitana de Santiago;Lo Espejo
57689-82293-FN;Metropolitana de Santiago;Calera de Tango
86557-48333-OF;VII del Maule;Cauquenes
25643-93619-OL;IX de La Araucanía;Pitrufquén
9024-48562-HE;X de Los Lagos;Río Negro
39943-53154-BH;IX de La Araucanía;Galvarino
11734-54643-LJ;X de Los Lagos;Chaitén
68102-22348-IE;X de Los Lagos;Curaco de Vélez
63977-29670-OG;X de Los Lagos;Llanquihue
25275-42742-OA;X de Los Lagos;Frutillar
38486-36538-OE;XII de Magallanes y de La Antártica Chilena;Laguna Blanca
57232-23403-MG;V de Valparaíso;El Quisco
66920-74963-OA;VI del Libertador General Bernardo O'Higgins;Mostazal
22196-47473-KI;Metropolitana de Santiago;Lo Espejo
3806-1332-FO;XVI de Ñuble;San Ignacio
99640-75278-DJ;IV de Coquimbo;Coquimbo
89160-49495-LF;Metropolitana de Santiago;María Pinto
5097-5617-HJ;X de Los Lagos;Los Muermos
66571-99374-AL;IV de Coquimbo;Monte Patria
7110-28141-KN;V de Valparaíso;Concón
9781-13107-HF;VII del Maule;Pelarco
57203-97295-HA;IX de La Araucanía;Cunco
91191-10362-JL;VIII del Bío-Bío;Cañete
520-7167-LK;X de Los Lagos;Hualaihué
7829-27124-NN;VI del Libertador General Bernardo O'Higgins;Doñihue
58827-60226-EB;Metropolitana de Santiago;Ñuñoa
80070-31920-KA;Metropolitana de Santiago;San Ramón
82847-1902-IO;XIV de Los Ríos;Lago Ranco
95485-67607-FB;Metropolitana de Santiago;Colina
73011-77326-GB;VI del Libertador General Bernardo O'Higgins;Graneros
56271-82177-IJ;VI del Libertador General Bernardo O'Higgins;Graneros
39031-60520-ME;XIV de Los Ríos;Río Bueno
39325-59748-LH;XII de Magallanes y de La Antártica Chilena;Laguna Blanca
4760-99321-MA;IV de Coquimbo;Canela
4709-4408-EE;VIII del Bío-Bío;Arauco
72967-64588-EJ;III de Atacama;Huasco
72479-69910-EJ;XVI de Ñuble;San Ignacio
69479-82247-ML;X de Los Lagos;Puyehue
39520-52294-BO;XVI de Ñuble;Chillán
97167-12481-LM;VII del Maule;San Clemente
32358-41526-AD;VII del Maule;San Rafael
67623-21040-BB;IV de Coquimbo;Illapel
6507-63403-NJ;VIII del Bío-Bío;Cañete
83005-98289-GJ;Metropolitana de Santiago;Renca
12521-92621-OD;XIV de Los Ríos;Mariquina
42000-78827-FA;VI del Libertador General Bernardo O'Higgins;Marchihue
55818-39168-JO;XI de Aysén del General Carlos Ibáñez del Campo;O'Higgins
80301-55358-NI;VII del Maule;Río Claro
63311-61831-BB;IX de La Araucanía;Perquenco
20311-5210-DA;V de Valparaíso;Puchuncaví
145-23783-HA;IV de Coquimbo;Paiguano
16539-3349-HF;VII del Maule;Curicó
31290-41787-BH;X de Los Lagos;San Juan de la Costa
22398-13864-GL;IV de Coquimbo;Ovalle
64145-48507-NL;V de Valparaíso;San Esteban
26539-53164-OK;VII del Maule;Pencahue
40163-31364-FF;VIII del Bío-Bío;Quilaco
72917-21063-IO;XII de Magallanes y de La Antártica Chilena;Río Verde
42973-84371-IG;XII de Magallanes y de La Antártica Chilena;Natales
79976-73653-JN;XV de Arica y Parinacota;Putre
86991-10571-EI;VII del Maule;Colbún
56303-59422-ND;Metropolitana de Santiago;Calera de Tango
49114-33508-IK;XI de Aysén del General Carlos Ibáñez del Campo;Tortel
87745-20996-DF;XI de Aysén del General Carlos Ibáñez del Campo;Tortel
73694-73122-GF;VII del Maule;Molina
42617-60244-AJ;XVI de Ñuble;El Carmen
33590-95924-OI;X de Los Lagos;Calbuco
89102-76219-KN;Metropolitana de Santiago;La Reina
96587-39436-LN;IX de La Araucanía;Purén
97583-99803-KA;V de Valparaíso;Llaillay
67996-99982-HI;VII del Maule;Linares
87966-15134-MB;XIV de Los Ríos;Valdivia
11967-74420-ML;XII de Magallanes y de La Antártica Chilena;Timaukel
31772-98868-JB;VIII del Bío-Bío;Santa Juana
48339-26054-GF;V de Valparaíso;Algarrobo
29334-61497-GK;XIV de Los Ríos;Panguipulli
28305-19380-FO;VI del Libertador General Bernardo O'Higgins;Rancagua
5888-27222-BF;V de Valparaíso;Calera
74986-61854-KO;II de Antofagasta;Mejillones
77085-71506-IM;IX de La Araucanía;Loncoche
30062-32052-GI;VII del Maule;Talca
1241-37205-JB;VI del Libertador General Bernardo O'Higgins;Mostazal
60251-13326-BD;IX de La Araucanía;Melipeuco
76230-51865-BN;Metropolitana de Santiago;Pedro Aguirre Cerda
48001-66852-FG;VI del Libertador General Bernardo O'Higgins;Olivar
93688-11814-BL;VIII del Bío-Bío;Talcahuano
94160-65219-OG;VII del Maule;Parral
16207-14484-DE;VIII del Bío-Bío;Penco
3800-55412-LM;V de Valparaíso;Casablanca
89585-50700-HM;XVI de Ñuble;San Carlos
26342-74294-LL;IV de Coquimbo;Monte Patria
72653-76974-MJ;VII del Maule;Maule
49525-66132-MM;I de Tarapacá;Colchane
87461-92865-BO;III de Atacama;Freirina
94172-86123-OH;Metropolitana de Santiago;Cerrillos
54773-38255-LK;VIII del Bío-Bío;Hualqui
6138-45663-AO;II de Antofagasta;Taltal
15319-33581-FK;VII del Maule;Longaví
95380-65680-ML;VI del Libertador General Bernardo O'Higgins;Pumanque
55720-66648-HB;VIII del Bío-Bío;Talcahuano
75506-56871-JN;Metropolitana de Santiago;Renca
70988-80242-FL;VIII del Bío-Bío;Hualqui
50918-90116-MI;VII del Maule;Yerbas Buenas
89030-97858-IN;X de Los Lagos;Chonchi
46893-83418-NK;VI del Libertador General Bernardo O'Higgins;Malloa
50195-72059-BM;V de Valparaíso;Petorca
30116-14573-AD;V de Valparaíso;Puchuncaví
68973-24976-AA;XIV de Los Ríos;Los Lagos
217-93611-OM;VIII del Bío-Bío;Quilleco
79067-31748-BD;X de Los Lagos;Palena
40688-91568-EE;XI de Aysén del General Carlos Ibáñez del Campo;O'Higgins
94056-82159-GN;XI de Aysén del General Carlos Ibáñez del Campo;Tortel
81789-59946-GE;Metropolitana de Santiago;Las Condes
15553-64648-OI;Metropolitana de Santiago;Las Condes
39038-29527-EO;VI del Libertador General Bernardo O'Higgins;Pichilemu
47883-10873-BF;XV de Arica y Parinacota;Arica
9311-80054-MG;IX de La Araucanía;Carahue
90658-41442-JB;IV de Coquimbo;Ovalle
40392-49592-NF;X de Los Lagos;Quellón
73653-62813-AM;XV de Arica y Parinacota;Camarones
84706-35385-HK;VI del Libertador General Bernardo O'Higgins;Pichilemu
97592-99617-MO;Metropolitana de Santiago;Pirque
46965-88694-BM;XII de Magallanes y de La Antártica Chilena;Punta Arenas
40543-502-LM;IX de La Araucanía;Temuco
44417-8616-KH;V de Valparaíso;Calle Larga
22820-53905-ND;II de Antofagasta;Mejillones
46301-37448-HI;V de Valparaíso;Viña del Mar
28089-22722-EB;IX de La Araucanía;Carahue
391-69306-DM;XI de Aysén del General Carlos Ibáñez del Campo;Lago Verde
18976-22984-BA;XI de Aysén del General Carlos Ibáñez del Campo;Coihaique
29648-58080-IM;Metropolitana de Santiago;San Joaquín
64479-34596-HK;VII del Maule;Sagrada Familia
16991-81415-JO;XI de Aysén del General Carlos Ibáñez del Campo;Chile Chico
49442-57536-FL;XII de Magallanes y de La Antártica Chilena;Río Verde
59090-50693-JE;V de Valparaíso;Calera
24568-87162-KI;Metropolitana de Santiago;Renca
93376-65957-IM;IX de La Araucanía;Collipulli
37127-10148-BK;X de Los Lagos;Hualaihué
60399-89818-OH;XIV de Los Ríos;Futrono
8633-467-BD;X de Los Lagos;Quellón
78797-40125-IE;VIII del Bío-Bío;Quilleco
86496-88569-LJ;VII del Maule;Teno
58887-43727-FG;IV de Coquimbo;Combarbalá
8071-52034-KI;VI del Libertador General Bernardo O'Higgins;Navidad
28833-79414-HB;Metropolitana de Santiago;Lampa
55871-55983-EH;VIII del Bío-Bío;Nacimiento
71361-31577-NI;IX de La Araucanía;Galvarino
63296-72020-JB;V de Valparaíso;El Quisco
15470-80744-EM;XVI de Ñuble;San Carlos
42588-88534-AB;Metropolitana de Santiago;Estación Central
18443-54064-FG;IX de La Araucanía;Padre Las Casas
51900-62773-KF;VI del Libertador General Bernardo O'Higgins;Santa Cruz
34944-69277-EK;Metropolitana de Santiago;Curacaví
86877-36593-GL;V de Valparaíso;Putaendo
48083-85912-NI;V de Valparaíso;Cabildo
42285-11125-MD;Metropolitana de Santiago;San Ramón
78764-4166-LL;III de Atacama;Tierra Amarilla
95247-62447-JH;V de Valparaíso;Cartagena
30622-25540-KH;X de Los Lagos;Curaco de Vélez
11063-46931-LL;VIII del Bío-Bío;Mulchén
94617-31038-BB;VI del Libertador General Bernardo O'Higgins;Graneros
25494-66992-BB;IV de Coquimbo;Coquimbo
53420-69984-OI;II de Antofagasta;Calama
25145-96499-OF;X de Los Lagos;Osorno
82349-40017-HB;XIV de Los Ríos;Paillaco
24789-67758-ME;V de Valparaíso;Algarrobo
65327-55684-ND;IV de Coquimbo;Los Vilos
86680-89886-BB;IX de La Araucanía;Cunco
76039-28254-BM;VII del Maule;San Clemente
35779-47604-OB;Metropolitana de Santiago;Ñuñoa
51502-55134-OE;IX de La Araucanía;Cunco
804-16181-JB;VI del Libertador General Bernardo O'Higgins;Litueche
65712-14821-EK;VIII del Bío-Bío;Antuco
45286-81740-NH;V de Valparaíso;Hijuelas
41888-28024-MG;VII del Maule;Hualañé
36067-3859-MF;VI del Libertador General Bernardo O'Higgins;San Fernando
8495-50018-EO;VIII del Bío-Bío;San Pedro de la Paz
21519-85099-IB;V de Valparaíso;Catemu
78719-14307-GL;IX de La Araucanía;Padre Las Casas
7080-74782-NG;X de Los Lagos;Maullín
68073-84351-II;VI del Libertador General Bernardo O'Higgins;Navidad
8696-41206-IN;X de Los Lagos;Puerto Varas
95010-83185-ID;VIII del Bío-Bío;Yumbel
94217-79996-BJ;X de Los Lagos;San Juan de la Costa
92119-50689-HK;VIII del Bío-Bío;Hualpén
88637-46885-LB;IX de La Araucanía;Curarrehue
24792-57147-AL;III de Atacama;Alto del Carmen
71807-44618-MF;Metropolitana de Santiago;María Pinto
65859-70365-MM;X de Los Lagos;Hualaihué
49032-59015-FK;VIII del Bío-Bío;Tirúa
63920-57437-JA;X de Los Lagos;Puyehue
24284-84393-LJ;XIV de Los Ríos;Mariquina
39270-50138-AO;IV de Coquimbo;Ovalle
44612-18210-AM;VI del Libertador General Bernardo O'Higgins;Navidad
54140-56939-AK;VII del Maule;Chanco
37550-26013-JE;VIII del Bío-Bío;Alto Biobío
51605-82541-EF;V de Valparaíso;Panquehue
40080-7232-KD;VII del Maule;Maule
23923-39884-JF;Metropolitana de Santiago;Peñalolén
53750-47204-FH;XI de Aysén del General Carlos Ibáñez del Campo;O'Higgins
14748-61791-BH;V de Valparaíso;Algarrobo
89560-94803-DE;XIV de Los Ríos;Los Lagos
